,id,tag0
1545,7221,Turretless
1546,7225,Turretless
1547,7226,Z
1548,7228,Turretless
1549,7230,Shattered
1550,7232,Z
1551,7235,Turretless
1552,7240,Turretless
1553,7241,Turretless
1554,7242,Z
1555,7243,Z
1556,7248,Z
1557,7267,Turretless
1558,7276,KUNG
1559,7277,Flipped
1560,7287,Turretless
1561,7291,Turretless
1562,7293,Z
1563,7297,Z
1564,7310,Turretless
1565,7312,Turretless
1566,7314,Turretless
1567,7317,Z
1568,7320,Turretless
1569,7321,Turretless
1570,7323,V
1571,7324,V
1572,7325,Turretless
1573,7326,Turretless
1574,7328,Turretless
1575,7332,Turretless
1576,7333,Turretless
1577,7334,Turretless
1578,7346,Turretless
1579,7348,Turretless
1580,7355,Turretless
1581,7365,Turretless
1582,7373,Turretless
1583,7376,O
1584,7377,Turretless
1585,7378,Turretless
1586,7381,Turretless
1587,7385,Turretless
1588,7393,Turretless
1589,7395,Turretless
1590,7396,Z
1591,7397,Z
1592,7398,Shattered
1593,7399,V
1594,7400,Shattered
1595,7402,V
1596,7405,Turretless
1597,7406,O
1598,7408,V
1599,7412,Turretless
1600,7414,Turretless
1601,7418,V
1602,7424,V
1603,7428,Shattered
1604,7430,Shattered
1605,7431,V
1606,7432,V
1607,7433,V
1608,7435,V
1609,7439,KUNG
1610,7441,Shattered
1611,7443,V
1612,7447,Shattered
1613,7457,V
1614,7458,V
1615,7468,V
1616,7470,V
1617,7472,Shattered
1618,7482,V
1619,7484,V
1620,7496,Z
1621,7507,Turretless
1622,7509,Z
1623,7530,Z
1624,7536,Turretless
1625,7538,Turretless
1626,7539,Turretless
1627,7540,Turretless
1628,7554,Z
1629,7555,Turretless
1630,7556,Turretless
1631,7568,Turretless
1632,7582,Z
1633,7584,Turretless
1634,7599,Turretless
1635,7608,Turretless
1636,7609,Turretless
1637,7620,Flipped
1638,7625,Z
1639,7627,Turretless
1640,7628,Z
1641,7651,Turretless
1642,7653,V
1643,7654,KUNG
1644,7657,Turretless
1645,7673,Turretless
1646,7677,PL-1
1647,7679,Turretless
1648,7680,Turretless
1649,7684,Turretless
1650,7687,Turretless
1651,7691,Turretless
1652,7698,Turretless
1653,7740,V
1654,7741,Z
1655,7745,Turretless
1656,7751,Z
1657,7762,Turretless
1658,7773,Turretless
1659,7775,Turretless
1660,7776,Shattered
1661,7778,Z
1662,7786,Turretless
1663,7787,Turretless
1664,7789,Turretless
1665,7803,Turretless
1666,7807,V
1667,7809,Turretless
1668,7816,Turretless
1669,7827,Turretless
1670,7832,Turretless
1671,7834,Turretless
1672,7837,O
1673,7838,Turretless
1674,7847,Turretless
1675,7854,Z
1676,7856,Z
1677,7862,Flipped
1678,7870,Z
1679,7877,Z
1680,7883,V
1681,7908,Turretless
1682,7910,Turretless
1683,7911,Turretless
1684,7912,Turretless
1685,7913,Turretless
1686,7923,Turretless
1687,7925,Shattered
1688,7927,Z
1689,7930,Z
1690,7934,Z
1691,7936,Z
1692,7937,Z
1693,7943,Turretless
1694,7946,⧸
1695,7948,Turretless
1696,7969,Z
1697,7986,Shattered
1698,8006,Turretless
1699,8008,Turretless
1700,8009,Turretless
1701,8012,Turretless
1702,8014,Turretless
1703,8018,Turretless
1704,8024,O
1705,8029,Turretless
1706,8032,Z
1707,8033,Damaged
1708,8040,Flipped
1709,8044,Z
1710,8058,Z
1711,8059,Z
1712,8060,Turretless
1713,8062,Z
1714,8066,Turretless
1715,8067,Z
1716,8068,Z
1717,8083,Z
1718,8092,Turretless
1719,8095,Z
1720,8116,Z
1721,8117,Z
1722,8118,Z
1723,8133,Z
1724,8136,Z
1725,8141,O
1726,8143,Z
1727,8145,Turretless
1728,8147,Turretless
1729,8148,Z
1730,8154,O
1731,8165,Z
1732,8166,KUNG
1733,8167,Z
1734,8168,Z
1735,8182,Shattered
1736,8189,Z
1737,8190,Z
1738,8195,Z
1739,8196,Z
1740,8197,Shattered
1741,8198,Z
1742,8210,Z
1743,8211,Z
1744,8220,Z
1745,8226,Z
1746,8227,Z
1747,8229,Shattered
1748,8233,Z
1749,8242,Z
1750,8243,Turretless
1751,8245,Z
1752,8246,Mine plow/roller
1753,8248,Z
1754,8251,Z
1755,8254,Z
1756,8260,Z
1757,8263,Z
1758,8269,Z
1759,8270,Z
1760,8285,Z
1761,8288,Z
1762,8306,Turretless
1763,8307,O
1764,8310,Z
1765,8311,Z
1766,8314,Z
1767,8361,O
1768,8366,Z
1769,8370,Turretless
1770,8389,Z
1771,8395,Turretless
1772,8396,Z
1773,8397,Z
1774,8399,Turretless
1775,8405,V
1776,8416,Z
1777,8417,Z
1778,8425,Z
1779,8426,Z
1780,8429,V
1781,8430,V
1782,8431,V
1783,8433,V
1784,8439,Z
1785,8447,Z
1786,8462,Damaged
1787,8464,Z
1788,8465,Turretless
1789,8482,Turretless
1790,8493,Shattered
1791,8495,Turretless
1792,8508,Mine plow/roller
1793,8516,Turretless
1794,8517,Turretless
1795,8522,Z
1796,8523,Z
1797,8525,Z
1798,8531,Turretless
1799,8538,Turretless
1800,8542,Z
1801,8545,Damaged
1802,8555,Turretless
1803,8557,Z
1804,8569,Z
1805,8583,Z
1806,8586,Turretless
1807,8596,Z
1808,8599,Z
1809,8610,V
1810,8621,PL-1
1811,8627,Turretless
1812,8630,Z
1813,8644,Z
1814,8645,V
1815,8652,Z
1816,8659,Turretless
1817,8661,Z
1818,8667,Z
1819,8682,Z
1820,8688,Turretless
1821,8691,Z
1822,8694,Z
1823,8696,Z
1824,8712,Z
1825,8719,Z
1826,8726,Z
1827,8732,V
1828,8734,Turretless
1829,8744,Turretless
1830,8746,O
1831,8757,Z
1832,8760,Z
1833,8763,O
1834,8775,Z
1835,8777,Shattered
1836,8778,Shattered
1837,8782,KUNG
1838,8783,Shattered
1839,8785,Shattered
1840,8786,Shattered
1841,8787,Shattered
1842,8789,KUNG
1843,8790,Z
1844,8796,Z
1845,8797,Damaged
1846,8798,O
1847,8799,Turretless
1848,8802,Turretless
1849,8828,Turretless
1850,8829,Turretless
1851,8831,Turretless
1852,8855,Z
1853,8875,Z
1854,8880,Z
1855,8888,O
1856,8889,Z
1857,8902,Turretless
1858,8909,Z
1859,8910,Turretless
1860,8919,Cope cage
1861,8920,Turretless
1862,8923,Turretless
1863,8934,Turretless
1864,8945,Z
1865,8948,Z
1866,8958,KUNG
1867,8962,Turretless
1868,8976,KUNG
1869,8981,KUNG
1870,8982,KUNG
1871,8989,Z
1872,8992,KUNG
1873,8995,Z
1874,9003,Z
1875,9025,Armour kit missing
1876,9044,PL-1
1877,9047,Shattered
1878,9052,Turretless
1879,9060,Shattered
1880,9066,Z
1881,9074,Turretless
1882,9077,Z
1883,9078,Z
1884,9107,Turretless
1885,9108,Z
1886,9114,Turretless
1887,9130,Turretless
1888,9133,Turretless
1889,9134,Turretless
1890,9135,V
1891,9141,PL-1
1892,9144,Shattered
1893,9148,Turretless
1894,9150,Z
1895,9151,Underwater
1896,9160,V
1897,9162,Z
1898,9166,O
1899,9169,V
1900,9178,O
1901,9180,Z
1902,9194,Z
1903,9195,Turretless
1904,9196,Turretless
1905,9197,Turretless
1906,9199,Flipped
1907,9238,Z
1908,9240,Z
1909,9243,Turretless
1910,9244,Z
1911,9247,Turretless
1912,9251,Z
1913,9252,Shattered
1914,9255,Z
1915,9268,Flipped
1916,9273,Turretless
1917,9285,Shattered
1918,9289,O
1919,9291,Z
1920,9295,Z
1921,9297,Turretless
1922,9298,Turretless
1923,9306,V
1924,9312,Turretless
1925,9316,Turretless
1926,9317,Turretless
1927,9325,Z
1928,9329,KUNG
1929,9340,Shattered
1930,9361,Turretless
1931,9379,Turretless
1932,9389,Z
1933,9412,Z
1934,9415,V
1935,9429,Turretless
1936,9433,Z
1937,9442,Z
1938,9448,Turretless
1939,9480,Turretless
1940,9487,Turretless
1941,9488,O
1942,9490,Z
1943,9493,Z
1944,9508,PL-1
1945,9511,Z
1946,9518,Shattered
1947,9534,Turretless
1948,9540,Z
1949,9556,Turretless
1950,9557,Turretless
1951,9559,O
1952,9564,PL-1
1953,9566,V
1954,9568,Z
1955,9598,Turretless
1956,9602,Z
1957,9604,Mine plow/roller
1958,9605,Armour kit missing
1959,9610,Turretless
1960,9611,Turretless
1961,9612,Turretless
1962,9644,Z
1963,9650,O
1964,9651,PL-1
1965,9665,Z
1966,9666,Z
1967,9667,Z
1968,9668,Turretless
1969,9670,Turretless
1970,9676,Turretless
1971,9691,Z
1972,9705,Z
1973,9709,Damaged
1974,9715,V
1975,9721,Turretless
1976,9722,Turretless
1977,9724,Turretless
1978,9739,Z
1979,9743,Z
1980,9753,Z
1981,9768,Z
1982,9774,Z
1983,9775,Z
1984,9783,V
1985,9801,Turretless
1986,9802,Turretless
1987,9803,Z
1988,9804,Z
1989,9810,Z
1990,9815,V
1991,9827,V
1992,9835,Turretless
1993,9837,V
1994,9841,Z
1995,9842,Shattered
1996,9866,Turretless
1997,9871,Z
1998,9886,Z
1999,9891,Z
2000,9893,Z
2001,9909,Turretless
2002,9920,Shattered
2003,9923,Z
2004,9927,Turretless
2005,9935,Turretless
2006,9941,Turretless
2007,9948,Turretless
2008,9950,O
2009,9959,Shattered
2010,9967,O
2011,9970,KUNG
2012,9993,Z
2013,9996,Turretless
2014,10008,Z
2015,10009,Z
2016,10010,Z
2017,10021,Turretless
2018,10023,Turretless
2019,10035,Z
2020,10066,Turretless
2021,10067,Z
2022,10091,Turretless
2023,10120,Turretless
2024,10130,Turretless
2025,10168,Turretless
2026,10185,Turretless
2027,10200,Turretless
2028,10201,Turretless
2029,10203,Turretless
2030,10204,Turretless
2031,10211,Turretless
2032,10213,Turretless
2033,10214,Turretless
2034,10215,Turretless
2035,10224,Z
2036,10225,Turretless
2037,10226,Turretless
2038,10228,Turretless
2039,10231,Z
2040,10232,Z
2041,10234,Turretless
2042,10246,Turretless
2043,10253,Z
2044,10274,Turretless
2045,10280,O
2046,10287,Damaged
2047,10335,Z
2048,10356,O
2049,10357,O
2050,10359,O
2051,10361,O
2052,10363,Turretless
2053,10364,O
2054,10365,O
2055,10367,V
2056,10368,Turretless
2057,10372,Turretless
2058,10373,O
2059,10374,O
2060,10376,O
2061,10377,O
2062,10413,O
2063,10414,O
2064,10416,O
2065,10418,Shattered
2066,10419,O
2067,10445,Shattered
2068,10449,KUNG
2069,10450,Additional armour
2070,10453,Shattered
2071,10457,O
2072,10459,Shattered
2073,10460,Shattered
2074,10461,Shattered
2075,10462,Shattered
2076,10464,Shattered
2077,10465,Shattered
2078,10475,O
2079,10476,Damaged
2080,10477,V
2081,10479,Flipped
2082,10480,Shattered
2083,10484,O
2084,10486,O
2085,10493,O
2086,10494,Additional armour
2087,10502,O
2088,10503,KUNG
2089,10520,Turretless
2090,10525,Z
2091,10553,O
2092,10563,Shattered
2093,10564,Turretless
2094,10565,Turretless
2095,10566,Turretless
2096,10586,Z
2097,10602,Z
2098,10638,Z
2099,10656,V
2100,10657,V
2101,10662,V
2102,10668,Turretless
2103,10677,Z
2104,10707,PL-1
2105,10708,Turretless
2106,10711,Turretless
2107,10720,O
2108,10724,Z
2109,10730,O
2110,10731,O
2111,10734,Turretless
2112,10741,Z
2113,10758,Z
2114,10760,V
2115,10770,Z
2116,10771,Z
2117,10781,Turretless
2118,10788,Z
2119,10789,Turretless
2120,10801,Shattered
2121,10802,Z
2122,10803,Turretless
2123,10818,O
2124,10819,Z
2125,10836,V
2126,10839,Turretless
2127,10847,V
2128,10848,Turretless
2129,10880,Z
2130,10884,V
2131,10983,Turretless
2132,10984,Turretless
2133,10987,Z
2134,10989,Turretless
2135,10995,Shattered
2136,11043,Mine plow/roller
2137,11044,Z
2138,11046,Turretless
2139,11053,Turretless
2140,11056,Turretless
2141,11064,O
2142,11067,V
2143,11068,Turretless
2144,11069,Shattered
2145,11073,Z
2146,11098,V
2147,11099,KUNG
2148,11115,Z
2149,11118,Shattered
2150,11134,O
2151,11143,Z
2152,11151,Shattered
2153,11158,Shattered
2154,11182,Turretless
2155,11190,Shattered
2156,11197,Z
2157,11198,Turretless
2158,11199,O
2159,11231,Z
2160,11232,PL-1
2161,11273,Turretless
2162,11274,Z
2163,11275,V
2164,11276,Turretless
2165,11277,V
2166,11278,V
2167,11279,V
2168,11284,Z
2169,11285,Turretless
2170,11321,Z
2171,11325,Z
2172,11334,Turretless
2173,11367,Turretless
2174,11372,Z
2175,11378,V
2176,11392,Turretless
2177,11394,Z
2178,11395,Z
2179,11398,Z
2180,11399,Z
2181,11400,O
2182,11401,Shattered
2183,11412,Z
2184,11431,Turretless
2185,11432,Damaged
2186,11433,Turretless
2187,11460,Turretless
2188,11461,Turretless
2189,11465,Turretless
2190,11466,Turretless
2191,11473,Turretless
2192,11474,Turretless
2193,11481,Turretless
2194,11495,Z
2195,11496,V
2196,11501,Turretless
2197,11513,Z
2198,11527,Turretless
2199,11534,Z
2200,11548,Turretless
2201,11583,Turretless
2202,11615,Turretless
2203,11624,Z
2204,11625,Turretless
2205,11627,Z
2206,11629,Z
2207,11630,Z
2208,11631,Z
2209,11632,KUNG
2210,11644,Z
2211,11651,Turretless
2212,11652,Turretless
2213,11654,V
2214,11658,Z
2215,11663,Z
2216,11668,Z
2217,11679,V
2218,11706,Turretless
2219,11707,Turretless
2220,11719,Shattered
2221,11720,Shattered
2222,11723,Turretless
2223,11740,Z
2224,11741,Z
2225,11752,Turretless
2226,11753,Turretless
2227,11754,Z
2228,11759,V
2229,11774,Z
2230,11787,Shattered
2231,11789,Turretless
2232,11830,⧸
2233,11841,Turretless
2234,11854,V
2235,11893,Z
2236,11944,Z
2237,11956,Z
2238,11973,Turretless
2239,11974,Turretless
2240,11975,Turretless
2241,11976,Turretless
2242,11994,Z
2243,12018,Z
2244,12022,Turretless
2245,12035,V
2246,12036,Shattered
2247,12038,Shattered
2248,12050,Z
2249,12051,Flipped
2250,12052,Z
2251,12055,Shattered
2252,12056,Shattered
2253,12057,Z
2254,12062,V
2255,12063,Turretless
2256,12065,Z
2257,12070,O
2258,12071,V
2259,12072,Shattered
2260,12084,Turretless
2261,12085,Turretless
2262,12087,Turretless
2263,12180,O
2264,12181,O
2265,12182,O
2266,12212,KUNG
2267,12213,KUNG
2268,12214,KUNG
2269,12215,KUNG
2270,12217,Shattered
2271,12231,Armour kit missing
2272,12235,V
2273,12246,Turretless
2274,12249,Z
2275,12262,Flipped
2276,12287,Shattered
2277,12290,Z
2278,12299,O
2279,12300,Turretless
2280,12306,Turretless
2281,12312,Z
2282,12336,Turretless
2283,12341,Z
2284,12344,Turretless
2285,12345,Turretless
2286,12379,Turretless
2287,12382,O
2288,12387,Shattered
2289,12389,Shattered
2290,12399,V
2291,12410,Shattered
2292,12412,Shattered
2293,12413,Shattered
2294,12414,Shattered
2295,12421,Shattered
2296,12424,Shattered
2297,12426,Shattered
2298,12427,V
2299,12429,Flipped
2300,12430,Flipped
2301,12432,V
2302,12436,Turretless
2303,12438,V
2304,12439,V
2305,12441,Turretless
2306,12445,Turretless
2307,12449,Turretless
2308,12453,Damaged
2309,12458,Turretless
2310,12461,Turretless
2311,12467,Z
2312,12473,Damaged
2313,12474,Shattered
2314,12486,Turretless
2315,12491,Flipped
2316,12519,Turretless
2317,12522,Turretless
2318,12527,Shattered
2319,12538,Z
2320,12539,V
2321,12540,Z
2322,12541,Damaged
2323,12542,V
2324,12543,Damaged
2325,12544,Damaged
2326,12559,V
2327,12571,Z
2328,12583,Turretless
2329,12585,Turretless
2330,12586,O
2331,12587,Turretless
2332,12588,Turretless
2333,12604,Flipped
2334,12605,Z
2335,12607,Z
2336,12621,Shattered
2337,12649,V
2338,12665,Z
2339,12670,Underwater
2340,12672,Turretless
2341,12678,KUNG
2342,12686,Z
2343,12687,Turretless
2344,12716,V
2345,12747,V
2346,12748,V
2347,12788,Turretless
2348,12822,Z
2349,12826,Turretless
2350,12829,Turretless
2351,12835,Turretless
2352,12838,Turretless
2353,12842,Turretless
2354,12905,Turretless
2355,12912,Turretless
2356,12917,Shattered
2357,12927,Shattered
2358,12957,O
2359,12958,Turretless
2360,12995,Z
2361,12999,Shattered
2362,13055,Turretless
2363,13059,Turretless
2364,13061,Turretless
2365,13069,Z
2366,13082,V
2367,13098,Shattered
2368,13125,Damaged
2369,13135,O
2370,13142,O
2371,13154,Turretless
2372,13256,Turretless
2373,13257,Turretless
2374,13299,Z
2375,13328,O
2376,13332,Turretless
2377,13333,Turretless
2378,13334,Turretless
2379,13335,Turretless
2380,13346,Turretless
2381,13384,Mine plow/roller
2382,13412,Z
2383,13486,Z
2384,13493,Shattered
2385,13502,Z
2386,13505,Turretless
2387,13515,Turretless
2388,13516,Turretless
2389,13529,Turretless
2390,13533,Turretless
2391,13536,Turretless
2392,13537,Z
2393,13544,Turretless
2394,13552,Z
2395,13556,Turretless
2396,13557,Turretless
2397,13558,O
2398,13562,Turretless
2399,13565,KUNG
2400,13566,Damaged
2401,13568,Turretless
2402,13588,Turretless
2403,13595,Z
2404,13661,Shattered
2405,13667,Z
2406,13681,Z
2407,13702,V
2408,13704,V
2409,13705,Z
2410,13706,Damaged
2411,13710,⧸
2412,13732,Shattered
2413,13740,Turretless
2414,13747,Turretless
2415,13757,Turretless
2416,13761,Turretless
2417,13767,V
2418,13780,Turretless
2419,13787,Turretless
2420,13796,V
2421,13818,Turretless
2422,13829,Turretless
2423,13831,Z
2424,13832,V
2425,13833,Damaged
2426,13834,Turretless
2427,13852,Turretless
2428,13856,Turretless
2429,13860,Mine plow/roller
2430,13863,Turretless
2431,13868,Z
2432,13878,V
2433,13879,Z
2434,13881,Additional armour
2435,13887,Shattered
2436,13904,O
2437,13905,KUNG
2438,13913,V
2439,13915,Turretless
2440,13917,Turretless
2441,13918,Turretless
2442,13920,Turretless
2443,13921,Flipped
2444,13922,Damaged
2445,13923,Z
2446,13924,V
2447,13926,V
2448,13927,Damaged
2449,13929,Turretless
2450,13931,V
2451,13932,V
2452,13933,V
2453,13937,Turretless
2454,13939,Flipped
2455,13941,V
2456,13942,Damaged
2457,13947,V
2458,13948,V
2459,13949,V
2460,13950,Turretless
2461,13951,V
2462,13952,V
2463,13953,V
2464,13954,Turretless
2465,13956,Turretless
2466,13966,Z
2467,13972,Turretless
2468,13977,Damaged
2469,14000,V
2470,14005,Z
2471,14017,Turretless
2472,14027,Z
2473,14028,Z
2474,14029,Z
2475,14031,Turretless
2476,14033,Shattered
2477,14034,Shattered
2478,14036,Z
2479,14039,Turretless
2480,14040,Z
2481,14041,Z
2482,14042,Z
2483,14043,Turretless
2484,14045,Z
2485,14063,O
2486,14064,Z
2487,14066,Shattered
2488,14078,V
2489,14089,Turretless
2490,14090,Turretless
2491,14106,Z
2492,14108,V
2493,14109,V
2494,14124,Turretless
2495,14129,KUNG
2496,14130,Flipped
2497,14141,Z
2498,14142,V
2499,14144,V
2500,14173,V
2501,14174,Turretless
2502,14178,Z
2503,14192,V
2504,14200,Z
2505,14211,Flipped
2506,14217,KUNG
2507,14225,Turretless
2508,14228,KUNG
2509,14235,KUNG
2510,14254,Z
2511,14255,Turretless
2512,14258,Turretless
2513,14259,Turretless
2514,14260,Turretless
2515,14279,KUNG
2516,14284,Shattered
2517,14299,Turretless
2518,14305,Damaged
2519,14306,Z
2520,14307,Damaged
2521,14308,Z
2522,14309,Turretless
2523,14310,Turretless
2524,14311,Turretless
2525,14312,Mine plow/roller
2526,14313,Mine plow/roller
2527,14316,Turretless
2528,14317,Turretless
2529,14319,Turretless
2530,14320,Turretless
2531,14321,Turretless
2532,14347,Shattered
2533,14353,Z
2534,14359,O
2535,14360,Turretless
2536,14362,O
2537,14372,O
2538,14380,Z
2539,14382,Z
2540,14383,Z
2541,14385,Z
2542,14387,Z
2543,14393,Turretless
2544,14400,Turretless
2545,14401,V
2546,14409,Damaged
2547,14410,Turretless
2548,14411,V
2549,14412,V
2550,14415,Shattered
2551,14418,Shattered
2552,14423,Turretless
2553,14427,Turretless
2554,14436,Z
2555,14437,Shattered
2556,14461,Turretless
2557,14463,Turretless
2558,14496,Z
2559,14497,Turretless
2560,14507,Turretless
2561,14517,Turretless
2562,14523,Z
2563,14537,Turretless
2564,14546,Shattered
2565,14547,V
2566,14567,Turretless
2567,14577,KUNG
2568,14586,Turretless
2569,14587,Turretless
2570,14588,Turretless
2571,14590,Turretless
2572,14591,Damaged
2573,14592,Turretless
2574,14595,Turretless
2575,14616,Shattered
2576,14651,Turretless
2577,14678,Z
2578,14686,V
2579,14687,Z
2580,14692,Shattered
2581,14693,Shattered
2582,14694,Turretless
2583,14695,Turretless
2584,14697,V
2585,14698,Damaged
2586,14707,V
2587,14709,V
2588,14710,V
2589,14717,Loitering
2590,14751,Turretless
2591,14755,Turretless
2592,14768,O
2593,14791,Turretless
2594,14792,Stugna
2595,14794,Turretless
2596,14797,Turretless
2597,14818,Shattered
2598,14833,Z
2599,14842,Turretless
2600,14869,Turretless
2601,14876,Turretless
2602,14877,Turretless
2603,14893,Turretless
2604,14895,Stugna
2605,14903,⧸
2606,14905,Z
2607,14915,Loitering
2608,14945,Turretless
2609,14947,Turretless
2610,14952,Turretless
2611,14960,Turretless
2612,14994,Turretless
2613,15013,Turretless
2614,15021,V
2615,15046,Turretless
2616,15048,Cope cage
2617,15068,V
2618,15082,Shattered
2619,15085,Z
2620,15088,Turretless
2621,15093,Turretless
2622,15094,Turretless
2623,15095,Turretless
2624,15096,Turretless
2625,15097,Turretless
2626,15116,Z
2627,15120,Turretless
2628,15135,KUNG
2629,15136,KUNG
2630,15141,KUNG
2631,15160,Turretless
2632,15178,Loitering
2633,15197,Turretless
2634,15217,Z
2635,15237,Loitering
2636,15246,Turretless
2637,15278,Turretless
2638,15325,Turretless
2639,15330,Turretless
2640,15339,Turretless
2641,15340,Turretless
2642,15362,Z
2643,15370,Turretless
2644,15372,Cope cage
2645,15374,Cope cage
2646,15386,Shattered
2647,15393,Turretless
2648,15394,Turretless
2649,15395,V
2650,15400,Turretless
2651,15428,Turretless
2652,15429,Turretless
2653,15433,Shattered
2654,15453,Z
2655,15455,Turretless
2656,15472,Z
2657,15489,Turretless
2658,15491,KUNG
2659,15505,Turretless
2660,15506,Turretless
2661,15508,Z
2662,15523,KUNG
2663,15529,Shattered
2664,15546,Cope cage
2665,15555,Z
2666,15570,O
2667,15573,Turretless
2668,15576,Turretless
2669,15593,⧸
2670,15596,Z
2671,15611,Turretless
2672,15615,Z
2673,15622,Turretless
2674,15678,Turretless
2675,15679,Turretless
2676,15703,O
2677,15725,Turretless
2678,15742,Turretless
2679,15764,Heli
2680,15765,Heli
2681,15797,Shattered
2682,15821,Cope cage
2683,15824,Z
2684,15829,Turretless
2685,15832,O
2686,15834,O
2687,15835,Turretless
2688,15845,KUNG
2689,15853,Turretless
2690,15854,Turretless
2691,15855,Damaged
2692,15856,Turretless
2693,15873,Turretless
2694,15874,Turretless
2695,15912,Damaged
2696,15914,Turretless
2697,15917,Z
2698,15919,Z
2699,15920,Mine plow/roller
2700,15933,Turretless
2701,15935,Turretless
2702,15963,Z
2703,15980,V
2704,16004,Z
2705,16007,Z
2706,16008,Turretless
2707,16011,Turretless
2708,16012,Turretless
2709,16017,Turretless
2710,16022,O
2711,16026,Z
2712,16027,Z
2713,16029,Turretless
2714,16030,Turretless
2715,16045,Z
2716,16046,Z
2717,16051,Loitering
2718,16080,Turretless
2719,16100,Turretless
2720,16102,Turretless
2721,16108,Flipped
2722,16110,Cope cage
2723,16129,Turretless
2724,16132,Turretless
2725,16133,Z
2726,16167,Turretless
2727,16273,Shattered
2728,16274,KUNG
2729,16275,Shattered
2730,16280,Shattered
2731,16286,Turretless
2732,16287,Turretless
2733,16288,Damaged
2734,16299,V
2735,16320,Z
2736,16343,V
2737,16348,Turretless
2738,16360,Cope cage
2739,16375,Shattered
2740,16380,V
2741,16415,Z
2742,16423,Z
2743,16452,Turretless
2744,16453,Z
2745,16456,Turretless
2746,16457,Turretless
2747,16463,Turretless
2748,16464,Turretless
2749,16465,Turretless
2750,16466,Turretless
2751,16468,Z
2752,16515,⧸
2753,16540,Turretless
2754,16558,Z
2755,16586,Z
2756,16588,KUNG
2757,16593,Z
2758,16597,Flipped
2759,16602,Turretless
2760,16605,Z
2761,16606,Turretless
2762,16607,Turretless
2763,16617,Turretless
2764,16619,Turretless
2765,16632,O
2766,16633,V
2767,16638,Z
2768,16658,V
2769,16666,Turretless
2770,16696,Z
2771,16717,Loitering
2772,16721,Turretless
2773,16722,Loitering
2774,16748,Turretless
2775,16767,Damaged
2776,16772,Cope cage
2777,16775,Z
2778,16789,V
2779,16793,Z
2780,16809,Turretless
2781,16817,Flipped
2782,16822,Turretless
2783,16826,Turretless
2784,16843,Turretless
2785,16851,Turretless
2786,16853,Mine plow/roller
2787,16869,Turretless
2788,16870,Turretless
2789,16873,Damaged
2790,16877,Turretless
2791,16946,Turretless
2792,16948,Cope cage
2793,16952,Turretless
2794,16953,Z
2795,16954,Z
2796,16957,Turretless
2797,16969,Turretless
2798,17012,Turretless
2799,17032,Turretless
2800,17036,Turretless
2801,17037,Turretless
2802,17038,Turretless
2803,17040,V
2804,17042,Turretless
2805,17043,V
2806,17044,Turretless
2807,17045,Turretless
2808,17051,Cope cage
2809,17054,Turretless
2810,17055,V
2811,17056,Z
2812,17057,V
2813,17058,Turretless
2814,17059,V
2815,17062,Z
2816,17064,Z
2817,17101,Turretless
2818,17102,Turretless
2819,17103,Turretless
2820,17113,Shattered
2821,17114,Turretless
2822,17115,Turretless
2823,17116,Turretless
2824,17117,Turretless
2825,17118,Turretless
2826,17119,Turretless
2827,17124,Cope cage
2828,17164,Turretless
2829,17166,Shattered
2830,17168,Flipped
2831,17184,Turretless
2832,17185,Z
2833,17187,Turretless
2834,17188,Turretless
2835,17189,Cope cage
2836,17212,Z
2837,17219,Turretless
2838,17224,Z
2839,17241,Turretless
2840,17245,Turretless
2841,17246,V
2842,17250,Turretless
2843,17251,V
2844,17260,V
2845,17278,Turretless
2846,17279,Z
2847,17286,V
2848,17287,V
2849,17288,Turretless
2850,17294,Turretless
2851,17295,Z
2852,17299,Z
2853,17310,Shattered
2854,17315,Turretless
2855,17318,Shattered
2856,17328,Z
2857,17337,Shattered
2858,17347,Turretless
2859,17350,Z
2860,17356,Turretless
2861,17385,Turretless
2862,17386,Turretless
2863,17395,Z
2864,17400,Z
2865,17404,KUNG
2866,17430,Turretless
2867,17436,Damaged
2868,17443,Z
2869,17492,Turretless
2870,17499,O
2871,17506,Z
2872,17511,Shattered
2873,17514,Turretless
2874,17522,Shattered
2875,17527,Turretless
2876,17529,Turretless
2877,17550,Turretless
2878,17551,Turretless
2879,17577,Turretless
2880,17588,Turretless
2881,17595,V
2882,17605,Armour kit missing
2883,17609,KUNG
2884,17615,Armour kit missing
2885,17625,Turretless
2886,17643,Z
2887,17656,Z
2888,17657,Z
2889,17664,Turretless
2890,17670,Turretless
2891,17672,Turretless
2892,17680,Turretless
2893,17684,Turretless
2894,17688,Jammer
2895,17718,Turretless
2896,17737,Damaged
2897,17749,Turretless
2898,17754,V
2899,17756,Turretless
2900,17759,Flipped
2901,17766,Cope cage
2902,17795,Mine plow/roller
2903,17796,Z
2904,17811,Z
2905,17840,Turretless
2906,17842,Turretless
2907,17854,Z
2908,17859,Z
2909,17871,KUNG
2910,17875,Z
2911,17921,Mine plow/roller
2912,17922,Turretless
2913,17924,Turretless
2914,17927,Turretless
2915,17929,Cope cage
2916,17930,Turretless
2917,17933,Z
2918,17938,Turretless
2919,17939,Turretless
2920,17942,Turretless
2921,17947,V
2922,17949,V
2923,17961,Z
2924,17991,Z
2925,17995,KUNG
2926,17997,KUNG
2927,17999,Z
2928,18009,Shattered
2929,18010,Flipped
2930,18037,Turretless
2931,18038,Cope cage
2932,18048,Shattered
