id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
16602,Tanks,T-72 *,Destroyed,Russia,2023-05-27,"Kopani (Orikhiv hromada), Polohy raion","47.439294,35.741955",,Turretless
16604,Tanks,T-72B3,Destroyed,Russia,2023-05-27,Kherson oblast,,,"V, Mine plow/roller"
16605,Tanks,Unknown tank,Destroyed,Russia,2023-05-29,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion","48.0723,37.64134",,"Z, Mine plow/roller"
16606,Tanks,T-80BV,Destroyed,Russia,2023-05-31,"Avdiivka, Pokrovsk raion","48.10411,37.77708",,"Turretless, Shattered"
16607,Tanks,T-80BV,Destroyed,Russia,2023-09-24,"Avdiivka, Pokrovsk raion","48.10422,37.77698",,"Turretless, Z"
16609,Infantry mobility vehicles,GAZ-233014 'Tigr',Destroyed,Russia,2023-05-27,Kherson oblast,,Rosgvardiya,
16610,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2023-05-28,"Surkovo, Shebekino raion","50.476417,37.256056",,
16611,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2023-02-13,Crimea,,150th Motor Rifle Division,"Mine plow/roller, Cope cage"
16612,Tanks,Unknown tank,Destroyed,Russia,2023-05-29,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion",,,
16613,Transport,UAZ-452,Damaged,Russia,2023-05-29,South Ukraine,,Southern Military District,∇
16616,Transport,GAZ-66,Destroyed,Russia,2023-05-20,Luhansk oblast,,,
16617,Tanks,T-72 *,Destroyed,Russia,2023-05-21,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion","48.054460,37.634177",,Turretless
16618,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-05-21,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion","48.054428,37.634295",,
16619,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-07-04,"Bilohorivka, Bakhmut raion","48.756389,38.196357",,Turretless
16621,Transport,KamAZ 6x6,Destroyed,Russia,2023-03-27,Luhansk oblast,,,
16622,Transport,KamAZ 6x6,Destroyed,Russia,2023-03-27,Luhansk oblast,,,
16623,Transport,KamAZ 6x6,Destroyed,Russia,2023-05-22,Luhansk oblast,,,Shattered
16624,Transport,KamAZ 6x6,Captured,Russia,2022-11-30,"Lyman, Kramatorsk raion",,,Z
16626,Transport,KamAZ 6x6,Abandoned,Russia,2023-05-23,"Klishchiivka, Bakhmut raion",,,Damaged
16627,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-05-23,"Klishchiivka, Bakhmut raion",,,
16629,Infantry fighting vehicles,BMP-2(K),Abandoned,Russia,2023-05-23,"Klishchiivka, Bakhmut raion",,,
16631,Infantry fighting vehicles,BMP-1(P),Abandoned,Russia,2023-05-24,"Avdiivka, Pokrovsk raion",,,Damaged
16632,Engineering,TMM-3 bridge layer,Destroyed,Russia,2022-06-08,"Torske (Lyman hromada), Kramatorsk raion","48.972972,37.981944",,"O, ⧸"
16633,Transport,Ural-4320,Destroyed,Russia,2023-05-24,"Vasylivka (Ochakiv hromada), Mykolaiv raion","46.512327,31.826041",,V
16637,Transport,KamAZ 6x6,Destroyed,Russia,2023-05-24,"Chervonopopivka, Sievierodonetsk raion","49.14195,38.16775",,
16638,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2022-11-30,"Dovhenke, Izium raion","49.01879,37.31166",,"Z, V"
16639,Transport,KamAZ 6x6,Destroyed,Russia,2023-02-21,,,,"Shattered, V"
16640,Transport,KamAZ 6x6,Destroyed,Russia,2022-11-30,Kharkiv oblast,,,
16642,Towed artillery,122mm 2A18 D-30 howitzer,Damaged,Russia,2023-05-28,Belgorod oblast,,,
16653,"Radars, jammers",R-934B 'Sinitsa' automated electronic warfare station,Destroyed,Russia,2022-09-14,"Izium, Izium raion",,,"Z, KUNG, Additional armour"
16654,"Radars, jammers",Palantin electronic warfare system,Destroyed,Russia,2022-09-14,"Izium, Izium raion",,,KUNG
16656,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2023-05-30,"Bakhmut raion, Donetsk oblast",,,
16657,Infantry fighting vehicles,MT-LBM 6MB,Destroyed,Russia,2023-05-30,,,,
16658,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,2022-03-31,"Ivankiv, Vyshhorod raion","50.940176,29.874060",,V
16661,Drones,ZALA 421-16ЕM reconnaissance UAV,Captured,Russia,2023-05-29,,,,
16662,"Command posts, communication",55K6A command post (for 40R6 S-400 'Triumf'),Destroyed,Russia,2023-05-20,Kherson oblast,,,KUNG
16663,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-05-30,Luhansk oblast,,,
16665,Transport,UAZ-452,Destroyed,Russia,2023-05-31,"Bakhmut, Bakhmut raion","48.590526,37.962328",,
16666,Tanks,T-72B3,Destroyed,Russia,2023-05-22,"Marinka, Pokrovsk raion","47.93053,37.52722",,Turretless
16696,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2022-04-18,"Mariupol, Mariupol raion","47.035879,37.470508",5th Separate Motor Rifle Brigade (DNR),Z
16699,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2023-05-02,"Odradivka, Bakhmut raion","48.50129939759217,38.01991238596267",,
16700,Transport,Ural-4320,Damaged,Russia,2023-05-27,Donetsk oblast,,,
16705,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-03-04,Luhansk oblast,,,"Turretless, O, Additional armour"
16708,Engineering,EOV-3523 excavator,Destroyed,Russia,2023-05-28,,,,Z
16713,Transport,2F510 transport vehicle (for 2S12 'Sani' mortar),Destroyed,Russia,2023-05-29,Luhansk oblast,,,"O, ∇"
16717,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2023-05-29,"Pidhorodne, Bakhmut raion","48.63,38.039722",,Loitering
16719,Anti-aircraft systems,MT-LBVM(K) with ZU-23 AA gun,Destroyed,Russia,2023-05-30,"Klishchiivka, Bakhmut raion","48.537,37.912694",,
16721,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-09,"Staromlynivka, Volnovakha raion","47.70916,36.8216",,"Turretless, Cope cage"
16722,Transport,Ural-4320,Damaged,Russia,2023-05-30,"Vynohradne, Skadovsk raion","46.488917,32.070111",,Loitering
16728,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Destroyed,Russia,2023-06-01,,,,
16729,Tanks,T-90M 'Proryv',Destroyed,Russia,2023-06-02,"Kuzmyne, Sievierodonetsk raion","49.001772,38.130531",,
16730,Self-propelled artillery,240mm 2S4 'Tyulpan',Destroyed,Russia,2023-06-01,"Shebekino, Shebekino raion","50.368250,36.901778",,
16731,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-01,"Shebekino, Shebekino raion","50.368250,36.901778",,
16733,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-01,"Opytne, Pokrovsk raion","48.09425,37.72178",,
16734,Anti-aircraft systems,72V6 combat vehicle (for 96K6 'Pantsir-S1'),Damaged,Russia,2023-06-01,,,,
16738,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-02,"Bakhmut, Bakhmut raion",,,
16739,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-05-31,,,,Turretless
16742,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-11-30,Kharkiv oblast,,,"Turretless, Shattered"
16743,Tanks,T-62M,Destroyed,Russia,2023-01-14,Kherson oblast,,,Cope cage
16744,Tanks,T-80BV,Destroyed,Russia,2023-04-21,Luhansk oblast,,,Turretless
16746,Tanks,T-80BV,Destroyed,Russia,2023-04-21,Luhansk oblast,,,"Turretless, Shattered"
16748,Tanks,T-72B Obr. 1989,Destroyed,Russia,2023-02-28,"Mykilske, Volnovakha raion","47.75641,37.32968",,Turretless
16749,Infantry fighting vehicles,BMP-2(K),Abandoned,Russia,2023-02-06,"Mykilske, Volnovakha raion","47.763963,37.333598",,
16750,Infantry fighting vehicles,BMP-3,Destroyed,Russia,2023-06-03,"Bilohorivka, Sievierodonetsk raion","48.91712225,38.27252847",,
16751,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-02-28,"Volnovakha raion, Donetsk oblast",,,
16752,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-03,"Bilohorivka, Sievierodonetsk raion","48.9165339,38.2734493",,
16753,Infantry fighting vehicles,BMP-1 or 2,Destroyed,Russia,2023-02-28,"Mykilske, Volnovakha raion","47.761579,37.292372",,
16754,Infantry fighting vehicles,BTR-80,Destroyed,Russia,2023-05-04,Kharkiv oblast,,,Z
16755,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2023-06-01,"Verbove, Polohy raion","47.405944,35.915667",,
16756,Transport,Ural-4320,Destroyed,Russia,2023-02-28,Donetsk oblast,,,"V, ☐"
16757,Transport,Ural-4320,Damaged,Russia,2023-06-02,,,,"Z, ☐, Flipped"
16767,Tanks,Unknown tank,Abandoned,Russia,2023-06-02,"Marinka, Pokrovsk raion","47.955299,37.518016",,Damaged
16768,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-01,Zaporizhzhia oblast,,,Stugna
16772,Tanks,T-72 *,Destroyed,Russia,2023-06-03,"Donetsk, Donetsk raion","47.965972,37.549639",,Cope cage
16773,Infantry fighting vehicles,BMD-2,Destroyed,Russia,2022-11-30,Kherson oblast,,VDV (Russian Airborne Forces),
16775,Tanks,T-90M 'Proryv',Destroyed,Russia,2023-06-01,"Marinka, Pokrovsk raion","47.943806,37.509556",163rd Tank Regiment,Z
16776,Other,Unknown vehicle,Damaged,Russia,2023-06-02,Kherson oblast,,,
16778,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-06-01,Kherson oblast,,,
16781,Transport,KamAZ 6x6 with MM-501 armoured module,Damaged,Russia,2023-05-30,,,,Z
16782,Transport,KamAZ 6x6 with MM-501 armoured module,Damaged,Russia,2023-05-30,,,,Z
16785,Infantry fighting vehicles,BMP-2(K),Damaged,Russia,2023-05-30,Zaporizhzhia oblast,,,
16786,Infantry fighting vehicles,BMP-1AM 'Basurmanin',Destroyed,Russia,2023-05-31,"Dibrova, Sievierodonetsk raion","48.975960,38.144894",,
16787,Transport,Ural-4320,Damaged,Russia,2023-06-01,"Ternuvate, Vasylivka raion","47.411083,35.580611",,
16788,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-06-01,Kharkiv oblast,,,
16789,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-02,"Blahodatne (Velyka Novosilka hromada), Volnovakha raion","47.798361,36.835611",,"V, ☐"
16790,Infantry fighting vehicles,BMD-2,Destroyed,Russia,2022-11-30,"Bezimenne, Bashtanka raion",,VDV (Russian Airborne Forces),"Shattered, V"
16792,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-06-02,"Klishchiivka, Bakhmut raion",,,Z
16793,Infantry fighting vehicles,MT-LB,Abandoned,Russia,2023-05-23,"Klishchiivka, Bakhmut raion","48.51574,37.92531",,"Z, O, V, Damaged"
16794,Infantry fighting vehicles,MT-LB,Abandoned,Russia,2023-06-02,"Klishchiivka, Bakhmut raion",,,
16807,Transport,KamAZ 6x6,Destroyed,Russia,2023-05-30,,,,
16809,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2023-06-07,"Bakhmut, Bakhmut raion","48.590683,37.967700",,"Turretless, Cope cage, ⧸"
16810,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),Destroyed,Russia,2023-06-04,"Druzhne, Polohy raion","47.406583,36.519528",,
16811,Drones,Mohajer-6 UCAV,Destroyed,Russia,2023-06-06,"Aivazovske, Feodosiia raion",,,
16817,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-03,"Sentianivka, Alchevsk raion","48.695306,38.780639",,Flipped
16822,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Destroyed,Russia,2023-06-03,"Bilohorivka, Sievierodonetsk raion","48.917028,38.27125",,Turretless
16823,Transport,Ural-4320,Destroyed,Russia,2023-06-03,"Volodymyrivka, Bakhmut raion","48.674468,38.211195",,
16826,Tanks,Unknown tank,Destroyed,Russia,2023-06-03,"Novoprokopivka, Polohy raion","47.411028,35.848806",,"Turretless, Cope cage"
16827,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Captured,Russia,2022-05-31,Chernihiv oblast,,80th Tank Regiment,
16829,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,2023-05-26,"Sievierodonetsk raion, Luhansk oblast",,,Flipped
16830,Infantry fighting vehicles,BMD-4M,Destroyed,Russia,2023-06-04,"Sievierodonetsk raion, Luhansk oblast",,VDV (Russian Airborne Forces),
16831,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),Damaged,Russia,2023-06-04,,,,
16836,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2023-05-05,Luhansk oblast,,,"Z, Flipped"
16837,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2023-05-05,Luhansk oblast,,,Flipped
16839,Tanks,Unknown tank,Destroyed,Russia,2023-06-05,"Krasnorichenske, Svatove raion",,,
16843,Infantry fighting vehicles,BMP-3,Destroyed,Russia,2023-06-05,"Novaya Tavolzhanka, Shebekino raion","50.344444,36.827778",,"Turretless, Z, ◇"
16851,Infantry fighting vehicles,BMP-2D,Destroyed,Russia,2023-06-05,"Novaya Tavolzhanka, Shebekino raion","50.344693,36.828037",,"Turretless, Z, ◇, Armour kit missing"
16852,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-05,"Zavitne Bazhannia, Volnovakha raion","47.723389,36.812417",,
16853,Tanks,T-72B,Destroyed,Russia,2023-06-06,"Nevelske, Pokrovsk raion","48.040139,37.59875",,"Mine plow/roller, Cope cage"
16854,Transport,KamAZ 6x6 tanker,Captured,Russia,2022-03-31,Mykolaiv oblast,,,"Z, Damaged"
16855,Transport,KamAZ 8x8 'Medved' artillery tractor,Destroyed,Russia,2023-06-06,Kherson oblast,,,V
16856,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Damaged,Russia,2023-06-06,Kherson oblast,,,
16857,Infantry fighting vehicles,Unknown IFV,Destroyed,Russia,2023-06-06,,,,
16867,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2023-06-07,"Bakhmut, Bakhmut raion","48.591212,37.968262",,
16868,Tanks,T-80BV,Destroyed,Russia,2023-06-08,"Spartak, Donetsk raion","48.095528,37.775528",,
16869,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-08,"Vodiane, Pokrovsk raion","48.09818,37.69579",,Turretless
16870,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-07,"Opytne, Pokrovsk raion","48.10593,37.72062",,Turretless
16873,Infantry fighting vehicles,BTR-80,Destroyed,Russia,2023-06-07,"Opytne, Pokrovsk raion","48.10604,37.72061",,Damaged
16874,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Captured,Russia,2023-06-08,"Levadne (Malynivka hromada), Polohy raion",,,"V, Damaged, ☐"
16875,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-05,"Rivnopil (Velyka Novosilka hromada), Volnovakha raion","47.781957,36.718991",,
16876,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,Russia,2023-06-08,"Novi Laheri, Kakhovka raion","46.742917,33.233528",VDV (Russian Airborne Forces),
16877,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2023-06-08,"Kliuchove, Volnovakha raion","47.68668,36.88216",,Turretless
16878,Transport,Ural-4320,Destroyed,Russia,2023-06-08,"Urozhaine, Volnovakha raion","47.74675081874806,36.8231846130411",,
16900,Tanks,T-72B3 Obr. 2016,Damaged,Russia,2023-06-03,"Yahidne, Kupiansk raion","49.634147,37.957823",,
16905,Infantry fighting vehicles,BMP-1 or 2,Destroyed,Russia,2023-06-05,"Staromaiorske, Volnovakha raion","47.755594,36.797223",,
16917,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2023-06-09,"Pidhorodne, Bakhmut raion","48.643194,38.042667",,
16918,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),Destroyed,Russia,2023-06-09,"Robotyne, Polohy raion","47.43550,35.89865",,
16943,Tanks,T-72B3,Destroyed,Russia,2023-06-08,,,,"Turretless, Shattered"
16944,Tanks,T-80BV,Damaged,Russia,2023-06-10,"Tavilzhanka, Kupiansk raion","49.828113,37.773353",,
16945,Tanks,T-80BV,Destroyed,Russia,2023-06-05,"Storozheve, Volnovakha raion","47.7979873,36.7714928",,
16946,Tanks,T-80BV,Destroyed,Russia,2023-06-29,"Storozheve, Volnovakha raion","47.792389,36.785806",,"Turretless, V, ☐"
16947,Tanks,T-80UE-1,Destroyed,Russia,2022-11-30,Kharkiv oblast,,4th Tank Division,Turretless
16948,Tanks,Unknown tank,Damaged,Russia,2023-06-10,"Syhnalne, Kalmius raion","47.8423,37.60937",,Cope cage
16950,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Destroyed,Russia,2023-06-08,Kharkiv oblast,,69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,O
16951,Self-propelled artillery,MT-LB with MT-12 'Rapira' anti-tank gun,Destroyed,Russia,2023-06-09,"Lozove, Pokrovsk raion","48.018639,37.632222",,
16952,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,Russia,2023-06-09,"Novodanylivka, Polohy raion","47.48326,35.88560",,Turretless
16953,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-10,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion","48.065496,37.635484",,Z
16954,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2022-03-28,"Mariupol, Mariupol raion","47.03605,37.46764",,Z
16957,Infantry fighting vehicles,BMD-2,Destroyed,Russia,2023-06-10,"Soledar, Bakhmut raion","48.726167,38.035833",VDV (Russian Airborne Forces),Turretless
16960,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2023-06-10,"Bakhmut raion, Donetsk oblast",,,
16961,Transport,Unknown truck,Destroyed,Russia,2023-06-10,"Zapovitne, Vasylivka raion","47.330667,34.645306",,
16962,Towed artillery,Unknown towed artillery,Destroyed,Russia,2023-06-10,"Zapovitne, Vasylivka raion","47.330667,34.645306",,
16963,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2023-06-09,"Volnovakha raion, Donetsk oblast",,,
16964,Self-propelled artillery,152mm 2S5 'Giatsint-S',Destroyed,Russia,2023-01-15,Donetsk oblast,,305th Artillery Brigade,
16965,Self-propelled artillery,152mm 2S5 'Giatsint-S',Destroyed,Russia,2023-01-15,Donetsk oblast,,305th Artillery Brigade,"Turretless, Shattered"
16966,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Damaged,Russia,2023-06-09,"Volnovakha raion, Donetsk oblast",,,
16969,Tanks,T-72B,Destroyed,Russia,2023-06-08,"Robotyne, Polohy raion","47.47987,35.88631",,"Turretless, Z"
16979,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,2022-08-24,"Novodonetske, Volnovakha raion","47.745104,36.946034",,
16980,Drones,'Eleron-3' reconnaissance UAV,Destroyed,Russia,2023-06-07,,,,
16983,Drones,'Orlan-10' reconnaissance UAV,Destroyed,Russia,2023-06-07,"Bakhmut, Bakhmut raion",,,Shattered
16992,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-02-28,"Vuhledar, Volnovakha raion",,,
16998,Infantry fighting vehicles,BTR-82AT,Captured,Russia,2022-03-31,"Pryluky, Pryluky raion",,,"O, Armour kit missing"
17012,Tanks,T-80BV,Destroyed,Russia,2023-06-12,"Robotyne, Polohy raion","47.431528,35.829639",,"Turretless, Cope cage"
17014,Tanks,T-80BVM,Destroyed,Russia,2023-06-12,"Staromaiorske, Volnovakha raion","47.7576862,36.7957429",,
17015,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2023-06-10,"Petrivske, Volnovakha raion","47.66475,37.126417",,
17017,Transport,KamAZ 6x6,Destroyed,Russia,2022-12-01,"Izium raion, Kharkiv oblast",,,Shattered
17020,Infantry fighting vehicles,BMD-2,Destroyed,Russia,2022-11-30,Luhansk oblast,,VDV (Russian Airborne Forces),"Turretless, PL-1"
17021,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2022-11-30,Luhansk oblast,,,
17022,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2023-05-25,East Ukraine,,,
17023,Transport,KamAZ 6x4,Destroyed,Russia,2023-05-27,Luhansk oblast,,,Z
17024,Transport,Ural-4320,Destroyed,Russia,2023-05-27,Luhansk oblast,,,Shattered
17025,Transport,Ural-4320,Destroyed,Russia,2023-05-27,Luhansk oblast,,,Shattered
17026,Transport,Ural-4320,Destroyed,Russia,2023-05-27,Luhansk oblast,,,Shattered
17029,Self-propelled artillery,152mm 2S19M2 'Msta-S',Destroyed,Russia,2022-11-30,Kharkiv oblast,,,Shattered
17032,Tanks,Unknown tank,Destroyed,Russia,2023-06-10,"Syhnalne, Kalmius raion","47.842029,37.611432",,"Turretless, Cope cage"
17033,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-08,Kherson oblast,,,Underwater
17034,Tanks,T-72B3,Damaged,Russia,2023-06-11,"Yahidne, Kupiansk raion","49.666861,37.922194",,
17035,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2023-06-12,"Volnovakha raion, Donetsk oblast",,,Z
17036,Tanks,T-80BV,Destroyed,Russia,2023-06-13,"Staromaiorske, Volnovakha raion","47.745667,36.793722",,"Turretless, Shattered"
17037,Tanks,T-80BV,Destroyed,Russia,2023-06-13,"Staromaiorske, Volnovakha raion","47.74568,36.79349",,Turretless
17038,Tanks,T-72B3,Destroyed,Russia,2023-06-13,"Staromaiorske, Volnovakha raion","47.74577,36.79409",,Turretless
17040,Tanks,T-80BV Obr. 2022,Destroyed,Russia,2023-06-27,"Storozheve, Volnovakha raion","47.79945,36.76767",40th Separate Naval Infantry Brigade,"V, ☐"
17042,Rocket and missile artillery,MT-LB with 57mm UB-32 unguided aircraft rocket pods,Destroyed,Russia,2023-06-13,"Levadne (Malynivka hromada), Polohy raion","47.743679,36.611348",,"Turretless, V"
17043,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-13,"Levadne (Malynivka hromada), Polohy raion","47.744762,36.610935",,"V, ☐"
17044,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,Russia,2023-06-13,"Levadne (Malynivka hromada), Polohy raion","47.743124,36.611525",,"Turretless, V, ☐"
17045,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-13,"Levadne (Malynivka hromada), Polohy raion","47.743257,36.611241",,"Turretless, Shattered"
17047,Tanks,Unknown tank,Damaged,Russia,2023-06-13,"Makarivka, Volnovakha raion",,,
17048,Tanks,Unknown tank,Abandoned,Russia,2023-06-13,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion",,,Damaged
17049,Infantry fighting vehicles,MT-LB,Abandoned,Russia,2023-06-13,"Klishchiivka, Bakhmut raion",,,
17050,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Destroyed,Russia,2023-06-12,Kharkiv oblast,,,Z
17051,Self-propelled artillery,MT-LB with 2B9 'Vasilek' automatic mortar,Destroyed,Russia,2023-06-13,"Yehorivka, Volnovakha raion","47.726066,37.218702",,Cope cage
17054,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-12,"Storozheve, Volnovakha raion","47.794028,36.788528",60th Separate Motor Rifle Brigade,Turretless
17055,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2023-06-12,"Storozheve, Volnovakha raion","47.793944,36.788194",60th Separate Motor Rifle Brigade,"V, PL-1, Damaged, ☐"
17056,Infantry fighting vehicles,MT-LBM 6MB,Destroyed,Russia,2023-06-13,"Novodanylivka, Polohy raion","47.483194,35.826222",,Z
17057,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2023-06-13,"Klishchiivka, Bakhmut raion","48.522200,37.931331",VDV (Russian Airborne Forces),V
17058,Infantry fighting vehicles,BMD-4M,Destroyed,Russia,2023-06-13,"Klishchiivka, Bakhmut raion","48.522167,37.931333",VDV (Russian Airborne Forces),"Turretless, Shattered, V"
17059,Infantry fighting vehicles,BTR-D,Captured,Russia,2023-11-15,"Klishchiivka, Bakhmut raion","48.50345,37.93467",VDV (Russian Airborne Forces),"V, Damaged"
17060,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,Russia,2023-06-11,"Kuzmyne, Sievierodonetsk raion","49.012583,38.151333",VDV (Russian Airborne Forces),
17061,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Destroyed,Russia,2023-06-11,Zaporizhzhia oblast,,,
17062,"Radars, jammers",RP-377LA 'Lorandit' electronic warfare vehicle,Destroyed,Russia,2023-02-21,"Oleshky, Kherson raion","46.613417,32.741889",,"Z, O, V, ⧸"
17063,Anti-aircraft systems,Ural-4320 with S-60 AA gun,Destroyed,Russia,2023-06-12,"Berestove, Bakhmut raion","48.752,38.272083",,
17064,Transport,Ural-4320,Captured,Russia,2023-06-12,"Storozheve, Volnovakha raion","47.80184928,36.79802563",,"Z, Damaged"
17098,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,2023-06-13,Kharkiv oblast,,,
17099,Transport,KamAZ 6x6,Captured,Russia,2022-11-30,Kharkiv oblast,,2nd Motor Rifle Division,
17101,Tanks,T-80BV,Destroyed,Russia,2023-06-12,"Ivanivka (Rozivka hromada), Polohy raion","47.5839809,36.7665451",,"Turretless, V, Cope cage, ☐"
17102,Tanks,T-80BV,Destroyed,Russia,2023-06-13,"Staromaiorske, Volnovakha raion","47.75346,36.78565",,Turretless
17103,Tanks,T-80BV,Destroyed,Russia,2023-06-13,"Staromaiorske, Volnovakha raion","47.75622,36.78559",,"Turretless, V, Mine plow/roller, ☐"
17104,Tanks,T-80BV,Damaged,Russia,2023-06-15,,,,
17105,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-15,"Robotyne, Polohy raion","47.44339,35.82543",,
17108,Self-propelled artillery,152mm 2S19M2 'Msta-S',Captured,Russia,2023-05-25,Donetsk oblast,,,"O, Damaged, ∇"
17110,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Destroyed,Russia,2023-06-11,"Kharkove, Polohy raion","47.320618,35.839250",,
17111,Drones,ZALA Z-16 (421-16Е) reconnaissance UAV,Destroyed,Russia,2023-06-14,"Kupiansk raion, Kharkiv oblast",,,
17113,Transport,Unknown truck,Destroyed,Russia,2023-06-14,"Staromlynivka, Volnovakha raion","47.707458,36.884024",,Shattered
17114,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-14,"Rivnopil (Velyka Novosilka hromada), Volnovakha raion","47.7875,36.707222",,"Turretless, Shattered"
17115,Infantry fighting vehicles,BMP-3,Destroyed,Russia,2023-06-15,"Marinka, Pokrovsk raion","47.921139,37.534",,Turretless
17116,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2023-06-14,"Striapivka, Bakhmut raion","48.672265,38.160906",,"Turretless, Shattered"
17117,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2023-06-14,"Yalynske, Volnovakha raion","47.66349,36.94737",,"Turretless, Shattered"
